"AGE","SEX","MARRIED","PROPERTY_COMPEN","PARENT_INC","COLLEGE","VIOLENT","STRIKE","FORCE","AGE_SQUARE"
31,1,0,1,"3","1",0,0,0,961
45,1,1,1,"3","1",0,0,0,2025
46,0,1,1,"2","0",0,0,0,2116
28,0,1,1,"4","0",0,0,0,784
38,0,1,1,"3","0",0,0,0,1444
36,0,1,1,"3","0",0,0,0,1296
45,0,0,0,"2","1",0,0,0,2025
44,1,1,0,"3","1",0,0,0,1936
39,0,1,1,"3","0",0,0,0,1521
37,1,0,1,"2","0",0,0,0,1369
35,1,1,1,"3","1",0,1,1,1225
25,1,1,1,"3","0",0,0,0,625
23,1,0,1,"1","0",0,0,0,529
44,1,1,0,"4","0",0,0,0,1936
44,1,1,0,"3","0",0,0,0,1936
42,0,1,1,"4","0",0,0,0,1764
38,0,1,1,"4","1",0,0,0,1444
35,0,1,1,"4","0",0,0,0,1225
31,1,1,1,"1","0",0,0,0,961
45,1,1,1,"2","0",0,0,0,2025
43,0,1,1,"4","1",0,0,0,1849
34,0,0,1,"2","1",0,1,1,1156
43,1,1,1,"3","1",0,0,0,1849
33,1,0,1,"3","1",0,0,0,1089
46,1,1,1,"3","0",0,0,0,2116
42,0,1,1,"3","0",0,0,0,1764
41,1,1,1,"3","1",0,0,1,1681
